sample,st,serotype,critical_amr_genes,critical_virulence_genes
GCA_040416405.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-190', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
GCA_040415795.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_025544835.1,ST10,Unknown,"['blaCTX-M-15', 'blaTEM-1', 'qnrS1']","['espX4', 'espR1', 'espX5', 'aatA', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'espX1']"
GCA_040416775.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964006855.1,ST131,O25:H4,['blaTEM-1'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417985.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_050113155.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1', 'blaTEM-190', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040418105.1,ST167,O101:H17,"['blaCTX-M-55', 'blaNDM-5']","['rhs/PAAR', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'ybtQ', 'irp2', 'astA', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416005.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_968938235.1,ST10,O27:H37,['qnrB'],"['rhs/PAAR', 'ibeB', 'iucC', 'iucD', 'iucA', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'iutA', 'espL4', 'espL3', 'hlyE', 'trat', 'iucB', 'espX1']"
GCA_964006105.1,ST131,O16:H5,"['blaCTX-M-15', 'blaCTX-M-27', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964006435.1,ST10,O12:H4,"['blaTEM-1', 'qnrS1']","['rhs/PAAR', 'sitB', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'iucC', 'sitA', 'iucD', 'iucA', 'sitD', 'eaeH', 'ybtU', 'espR1', 'espX5', 'kpsM', 'ybtP', 'kpsT', 'kpsS', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'kpsE', 'ybtS', 'iutA', 'kpsF', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'kpsU', 'trat', 'iucB', 'espX1', 'kpsC']"
GCA_907163915.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_907163995.1,ST10,O116:H38,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1', 'qnrB1']","['rhs/PAAR', 'espX4', 'eaeH', 'espR1', 'espX5', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'espX1']"
GCA_040418845.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416615.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_052072695.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_050113175.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1', 'blaTEM-190', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_037047645.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'irp2', 'iucA', 'sitD', 'eaeH', 'chuU', 'ybtU', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417625.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
GCA_040416815.1,ST167,O101:H9,['blaNDM-5'],"['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'espX1']"
GCA_964206565.1,ST131,O16:H5,"['blaCTX-M-27', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040415665.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964007395.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'east1', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'astA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'iucB', 'kpsC']"
GCA_040416505.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040417365.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964206605.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1', 'blaTEM-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'east1', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'astA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417765.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040418505.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-84']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_018972225.1,ST131,O25:H4,"['blaTEM-54', 'blaTEMp_G162T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'aaiW', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'ibeA', 'kpsC']"
GCA_964006915.1,ST131,O25:H4,['blaTEM-1'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_011763315.1,ST10,O68:H12,['blaTEM-1'],"['aaiL', 'east1', 'ibeB', 'espX4', 'astA', 'eaeH', 'espR1', 'espX5', 'aatA', 'aaiB', 'iss2', 'espY1', 'aaiA', 'ibeC', 'espL1', 'aaiF', 'aaiJ', 'aaiI', 'espL4', 'aaiK', 'aaiE', 'aaiD', 'aaiH', 'espL3', 'hlyE', 'aaiP', 'aaiO', 'trat', 'espX1']"
GCA_040417945.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'hlye', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'trat']"
GCA_964205365.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964007215.1,ST131,O25:H4,['blaTEM-1'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964205925.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040416995.1,ST167,O101:H5,"['blaCTX-M-15', 'blaNDM-5', 'rmtB1']","['rhs/PAAR', 'ibeB', 'eaeH', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_964006685.1,ST131,O16:H5,['blaTEM-1'],"['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040416105.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-1']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040417335.1,ST167,O101:H5,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaNDM-5', 'blaOXA-1', 'blaTEM-1', 'rmtB1']","['rhs/PAAR', 'ibeB', 'espX4', 'hlye', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'trat', 'espX1']"
GCA_964205495.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_907163735.1,ST131,O25:H4,"[""aac(6')-Ib-cr5"", 'blaCTX-M-15', 'blaOXA-1']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'chuY', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'kpsF', 'chuT', 'ybtX', 'ybtT', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_964006865.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_052072855.1,ST167,O101:H5,"['blaCTX-M-15', 'blaNDM-19', 'blaTEM-1', 'qnrS1']","['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espL4', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040416355.1,ST167,O101:H17,"['blaCTX-M-55', 'blaNDM-5', 'rmtB']","['rhs/PAAR', 'ybtE', 'east1', 'ibeB', 'aaiW', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'astA', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_011317875.1,ST10,O9a:H9,['blaTEM-1'],"['rhs/PAAR', 'ibeB', 'espX4', 'eaeH', 'espR1', 'espX5', 'iss2', 'espY1', 'ibeC', 'espL1', 'espR4', 'espL4', 'espL3', 'hlyE', 'espX1']"
GCA_040416705.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-35']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
GCA_964007255.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'ybtP', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040418805.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-169', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
GCA_964205675.1,ST131,O25:H4,"['blaTEM-1', 'blaTEMp_C32T']","['sitB', 'chuX', 'sitC', 'ybtE', 'kpsD', 'ibeB', 'ybtA', 'chuV', 'ybtQ', 'sitA', 'iucC', 'iucD', 'irp2', 'iucA', 'sitD', 'chuU', 'ybtU', 'eaeH', 'kpsM', 'hlyA', 'chuY', 'cnf1', 'kpsS', 'iss2', 'irp1', 'ibeC', 'chuS', 'kpsE', 'ybtS', 'iutA', 'chuW', 'hlyD', 'kpsF', 'chuT', 'ybtX', 'hlyC', 'ybtT', 'hlyB', 'kpsU', 'chuA', 'trat', 'iucB', 'kpsC']"
GCA_040417035.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM-84', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040418625.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'ybtQ', 'irp2', 'hlye', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'ybtX', 'espL4', 'ybtT', 'espL3', 'trat', 'espX1']"
GCA_040416215.1,ST167,O101:H9,"['blaCTX-M-15', 'blaNDM-5', 'blaTEM', 'blaTEMp_C32T']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espR1', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat', 'espX1']"
GCA_040418565.1,ST167,O101:H9,"['blaNDM-5', 'blaTEM-169']","['rhs/PAAR', 'ybtE', 'ibeB', 'ybtA', 'espX4', 'ybtQ', 'irp2', 'eaeH', 'ybtU', 'espX5', 'ybtP', 'iss2', 'espY1', 'fyuA/psn', 'irp1', 'fyuA', 'ibeC', 'espL1', 'ybtS', 'espR4', 'ybtX', 'espL4', 'ybtT', 'espL3', 'hlyE', 'trat']"
